freq_Hz,amplitude_dB
10000.0,-37.184597808306805
20000.0,-11.018839611320132
30000.0,-4.17859842658134
40000.0,-18.364230649864542
50000.0,2.354477908606701
60000.0,21.106618313078044
70000.0,31.19324735138499
80000.0,10.525654831331893
90000.0,9.431129545426996
100000.0,11.888816123872122
110000.0,26.91759023677226
120000.0,3.2214225852135203
130000.0,-8.592953150348757
140000.0,9.34387368768681
150000.0,-8.591582948930903
160000.0,-5.599511930399221
170000.0,-10.059816451976793
180000.0,-4.197218484157535
190000.0,7.854536281550732
200000.0,0.08767453846060791
210000.0,6.768551163109366
220000.0,7.389109706680246
230000.0,0.8366091003872862
240000.0,-4.690924808109546
250000.0,4.655309851697831
260000.0,-8.10185813732695
270000.0,-4.36156033948372
280000.0,-1.0467875223047636
290000.0,8.990090245868492
300000.0,-1.4331032661205223
310000.0,4.172894815684225
320000.0,5.656749041826162
330000.0,-3.466814541538938
340000.0,0.8420302583695372
350000.0,5.589467038682635
360000.0,-7.273160956832301
370000.0,-2.2727147811315334
380000.0,-5.091195239284271
390000.0,0.7068063514319025
400000.0,3.820625425059112
410000.0,-0.0399091761295578
420000.0,-5.018314635265934
430000.0,-1.3126279178098088
440000.0,-5.729576862460146
450000.0,-0.4521632773913742
460000.0,-4.319590533909346
470000.0,2.839527728945275
480000.0,-3.2348101240626885
490000.0,-5.073172503597922
500000.0,-0.8494958258027957
510000.0,2.517529269657707
520000.0,7.363355134018224
530000.0,-4.320739548840139
540000.0,-1.9373055791167875
550000.0,-1.7193167193125034
560000.0,0.30532046686798275
570000.0,-1.0483701727391332
580000.0,-1.1754109509771957
590000.0,2.60294217752634
600000.0,-4.188863893550454
610000.0,-3.919581591543663
620000.0,3.9979218317060674
630000.0,-2.0741953560708675
640000.0,-4.0081893871640295
650000.0,1.1424663264000208
660000.0,0.22389991718240065
670000.0,-0.14782853287012543
680000.0,0.6473365036613619
690000.0,-0.33356135112137486
700000.0,0.5560885240430479
710000.0,-3.6386602670897075
720000.0,-1.9111828101108255
730000.0,0.5886946128215337
740000.0,-2.3692565963279026
750000.0,1.5170279592968918
760000.0,1.011366332497509
770000.0,-2.19097021147839
780000.0,-1.729133055405535
790000.0,2.0364573573911433
800000.0,2.079767030109071
810000.0,2.921617687328248
820000.0,2.680045828474249
830000.0,-3.561137945106048
840000.0,-1.58913431588621
850000.0,-2.073800751441598
860000.0,0.18357956175549245
870000.0,1.3513938132113572
880000.0,0.8010919822914624
890000.0,-0.0016938668445195468
900000.0,-0.4552379125834548
910000.0,-0.40620112155369603
920000.0,-0.1754585309472224
930000.0,-0.27566460657572
940000.0,0.07942329666581575
950000.0,-0.5733394961769367
960000.0,0.3530967956789579
970000.0,-0.5755683434086256
980000.0,0.14866989484746454
990000.0,0.15394949483592746
1000000.0,0.19179170544296936
2000000.0,1.208876046352564
3000000.0,0.24520936078886618
4000000.0,0.34896694890720364
5000000.0,0.37060436151971893
6000000.0,-0.016678560290624464
7000000.0,-0.0686993006335939
8000000.0,0.13505152425959455
9000000.0,-0.2625270321807004
10000000.0,0.24633418528114662
20000000.0,0.054019738652642875
30000000.0,-0.09563596872433293
40000000.0,-0.4925230537303792
50000000.0,0.24696964723539755
100000000.0,-0.20668038383493847
150000000.0,-0.12256088720672158
200000000.0,-0.024239479244426473
250000000.0,-0.08709688518835512
300000000.0,-0.32299734337370456
350000000.0,-0.23847435614424095
400000000.0,-0.04144059981056971
450000000.0,0.1313616293571924
500000000.0,-0.027734124612554055
550000000.0,0.26898068400243935
600000000.0,0.046268782679299146
650000000.0,0.03759408184446238
700000000.0,0.04273379515886725
750000000.0,0.11622456490200614
800000000.0,0.11838767381857405
850000000.0,0.057576292218433855
900000000.0,0.18728068705719148
950000000.0,0.27200354463350623
1000000000.0,0.17001075265007148
1050000000.0,0.244024075536714
1100000000.0,0.3884707425442317
1150000000.0,0.33970146254342337
1200000000.0,0.3197627418668287
1250000000.0,0.6108291954237366
1300000000.0,0.6982504991168513
1350000000.0,0.6939144016489865
1400000000.0,0.5100260989067992
1450000000.0,0.5274903267245669
1500000000.0,0.3541702223895671
1550000000.0,0.3129715448115554
1600000000.0,0.0822454787726318
1650000000.0,0.225127052174423
1700000000.0,0.09094236362332228
1750000000.0,0.17992373498988348
1800000000.0,0.11115556718021816
1850000000.0,0.12992795653769482
1900000000.0,0.24496462508603273
1950000000.0,0.1541323807842585
2000000000.0,0.05576579083428389
2050000000.0,0.07365419680816854
2100000000.0,0.11801913268246167
2150000000.0,0.09708377381544744
2200000000.0,0.025430460506876633
2250000000.0,-0.08124985989444339
2300000000.0,0.024421246336785454
2350000000.0,0.10969449517065755
2400000000.0,0.05316571206712125
2450000000.0,0.14217729746032945
2500000000.0,0.15931148576121623
2550000000.0,0.12382460333234377
2600000000.0,0.14652465590940852
2650000000.0,0.1199926258962065
2700000000.0,0.09766647785276295
2750000000.0,0.06536206588191643
2800000000.0,0.08713241728802579
2850000000.0,0.16318717666603286
2900000000.0,0.12866921880183826
