X14,anchor_score,margin,pmax,pred_label,sample_id,score_amp,score_freq,score_ref,true_label
0.021182598450292443,0.3726436529286955,0.12,0.415,参考电平失准,sim_00012,0.3726436529286955,0.14781013141706834,0.21182598450292442,幅度失准
0.02509447803221038,0.2767438044665065,0.5,0.725,正常,sim_00216,0.2767438044665065,0.14583554237781216,0.25094478032210377,参考电平失准
0.0720157821653913,0.720157821653913,0.10999999999999999,0.45,参考电平失准,sim_00016,0.13707598574313806,0.08788547071298525,0.720157821653913,幅度失准
