freq_Hz,amplitude_dB
10000000.0,-9.89
20000000.0,-9.89
30000000.0,-9.89
40000000.0,-9.89
50000000.0,-9.92543
60000000.0,-9.944094999999999
70000000.0,-9.94
80000000.0,-9.945905
90000000.0,-9.95
100000000.0,-9.95
110000000.0,-9.95
120000000.0,-9.95
130000000.0,-9.944094999999999
140000000.0,-9.94
150000000.0,-9.945905
160000000.0,-9.932285
170000000.0,-9.925905
180000000.0,-9.94181
190000000.0,-9.955905
200000000.0,-9.954095
210000000.0,-9.967715
220000000.0,-9.974095
230000000.0,-9.952285
240000000.0,-9.934095
250000000.0,-9.947715
260000000.0,-9.96
270000000.0,-9.954095
280000000.0,-9.95
290000000.0,-9.955905
300000000.0,-9.96
310000000.0,-9.954095
320000000.0,-9.955905
330000000.0,-9.954095
340000000.0,-9.944094999999999
350000000.0,-9.95181
360000000.0,-9.954095
370000000.0,-9.95
380000000.0,-9.955905
390000000.0,-9.965905000000001
400000000.0,-9.95819
410000000.0,-9.938189999999999
420000000.0,-9.935905
430000000.0,-9.945905
440000000.0,-9.95
450000000.0,-9.955905
460000000.0,-9.96
470000000.0,-9.954095
480000000.0,-9.944094999999999
490000000.0,-9.94
500000000.0,-9.945905
510000000.0,-9.938189999999999
520000000.0,-9.935905
530000000.0,-9.95181
540000000.0,-9.965905000000001
550000000.0,-9.95819
560000000.0,-9.95
570000000.0,-9.95
580000000.0,-9.944094999999999
590000000.0,-9.934095
600000000.0,-9.935905
610000000.0,-9.945905
620000000.0,-9.944094999999999
630000000.0,-9.945905
640000000.0,-9.955905
650000000.0,-9.94819
660000000.0,-9.945905
670000000.0,-9.95
680000000.0,-9.944094999999999
690000000.0,-9.94
700000000.0,-9.94
710000000.0,-9.94
720000000.0,-9.94
730000000.0,-9.94
740000000.0,-9.945905
750000000.0,-9.938189999999999
760000000.0,-9.924095
770000000.0,-9.93181
780000000.0,-9.95181
790000000.0,-9.96
800000000.0,-9.942285
810000000.0,-9.947715
820000000.0,-9.94819
830000000.0,-9.934095
840000000.0,-9.93
850000000.0,-9.93
860000000.0,-9.935905
870000000.0,-9.934095
880000000.0,-9.93
890000000.0,-9.93
900000000.0,-9.93
910000000.0,-9.90638
920000000.0,-9.919525
930000000.0,-9.945905
940000000.0,-9.932285
950000000.0,-9.92
960000000.0,-9.949525
970000000.0,-9.95819
980000000.0,-9.92638
990000000.0,-9.904095
1000000000.0,-9.917715
1010000000.0,-9.924095
1020000000.0,-9.925905
1030000000.0,-9.93
1040000000.0,-9.93
1050000000.0,-9.93
1060000000.0,-9.947715
1070000000.0,-9.96
1080000000.0,-9.924570000000001
1090000000.0,-9.88819
1100000000.0,-9.91543
1110000000.0,-9.96362
1120000000.0,-9.974095
1130000000.0,-9.94638
1140000000.0,-9.93
1150000000.0,-9.935905
1160000000.0,-9.945905
1170000000.0,-9.944094999999999
1180000000.0,-9.945905
1190000000.0,-9.96181
1200000000.0,-9.952285
1210000000.0,-9.945905
1220000000.0,-9.944094999999999
1230000000.0,-9.945905
1240000000.0,-9.95
1250000000.0,-9.944094999999999
1260000000.0,-9.922285
1270000000.0,-9.92181
1280000000.0,-9.95362
1290000000.0,-9.97
1300000000.0,-9.95819
1310000000.0,-9.938189999999999
1320000000.0,-9.93
1330000000.0,-9.94181
1340000000.0,-9.944094999999999
1350000000.0,-9.94
1360000000.0,-9.95181
1370000000.0,-9.965905000000001
1380000000.0,-9.97
1390000000.0,-9.964095
1400000000.0,-9.954095
1410000000.0,-9.96181
1420000000.0,-9.964095
1430000000.0,-9.94819
1440000000.0,-9.934095
1450000000.0,-9.94181
1460000000.0,-9.95
1470000000.0,-9.955905
1480000000.0,-9.96
1490000000.0,-9.965905000000001
1500000000.0,-9.97
1510000000.0,-9.975905000000001
1520000000.0,-9.98
1530000000.0,-9.974095
1540000000.0,-9.964095
1550000000.0,-9.965905000000001
1560000000.0,-9.975905000000001
1570000000.0,-9.974095
1580000000.0,-9.981810000000001
1590000000.0,-9.995905
1600000000.0,-9.97638
1610000000.0,-9.954095
1620000000.0,-9.955905
1630000000.0,-9.965905000000001
1640000000.0,-9.975905000000001
1650000000.0,-9.974095
1660000000.0,-9.97
1670000000.0,-9.97
1680000000.0,-9.981810000000001
1690000000.0,-9.99
1700000000.0,-9.97819
1710000000.0,-9.97
1720000000.0,-9.975905000000001
1730000000.0,-9.997715
1740000000.0,-10.02181
1750000000.0,-10.000475
1760000000.0,-9.96819
1770000000.0,-9.96
1780000000.0,-9.977715
1790000000.0,-9.99
1800000000.0,-9.97819
1810000000.0,-9.981810000000001
1820000000.0,-9.995905
1830000000.0,-9.994095
1840000000.0,-9.984095
1850000000.0,-9.974095
1860000000.0,-9.981810000000001
1870000000.0,-9.99
1880000000.0,-9.972285000000001
1890000000.0,-9.94819
1900000000.0,-9.957715
1910000000.0,-9.975905000000001
1920000000.0,-9.985905
1930000000.0,-9.984095
1940000000.0,-9.974095
1950000000.0,-9.97
1960000000.0,-9.981810000000001
1970000000.0,-9.972285000000001
1980000000.0,-9.94819
1990000000.0,-9.94
2000000000.0,-9.95181
2010000000.0,-9.98362
2020000000.0,-9.994095
2030000000.0,-9.984095
2040000000.0,-9.985905
2050000000.0,-9.972285000000001
2060000000.0,-9.94819
2070000000.0,-9.945905
2080000000.0,-9.96181
2090000000.0,-9.975905000000001
2100000000.0,-9.96819
2110000000.0,-9.954095
2120000000.0,-9.95
2130000000.0,-9.96181
2140000000.0,-9.97
2150000000.0,-9.97
2160000000.0,-9.975905000000001
2170000000.0,-9.974095
2180000000.0,-9.975905000000001
2190000000.0,-9.98
2200000000.0,-9.96819
2210000000.0,-9.954095
2220000000.0,-9.96181
2230000000.0,-9.975905000000001
2240000000.0,-9.98
2250000000.0,-9.96819
2260000000.0,-9.94819
2270000000.0,-9.95181
2280000000.0,-9.96
2290000000.0,-9.96
2300000000.0,-9.96
2310000000.0,-9.96
2320000000.0,-9.96
2330000000.0,-9.96
2340000000.0,-9.954095
2350000000.0,-9.955905
2360000000.0,-9.971810000000001
2370000000.0,-9.96819
2380000000.0,-9.94819
2390000000.0,-9.94
2400000000.0,-9.945905
2410000000.0,-9.955905
2420000000.0,-9.96
2430000000.0,-9.954095
2440000000.0,-9.944094999999999
2450000000.0,-9.945905
2460000000.0,-9.955905
2470000000.0,-9.954095
2480000000.0,-9.938189999999999
2490000000.0,-9.93
2500000000.0,-9.935905
2510000000.0,-9.928189999999999
2520000000.0,-9.925905
2530000000.0,-9.947715
2540000000.0,-9.971810000000001
2550000000.0,-9.95638
2560000000.0,-9.94
2570000000.0,-9.934095
2580000000.0,-9.935905
2590000000.0,-9.94
2600000000.0,-9.94
2610000000.0,-9.95181
2620000000.0,-9.96
2630000000.0,-9.94819
2640000000.0,-9.94
2650000000.0,-9.94
2660000000.0,-9.922285
2670000000.0,-9.92181
2680000000.0,-9.959525
2690000000.0,-9.98
2700000000.0,-9.95638
2710000000.0,-9.945905
2720000000.0,-9.95
2730000000.0,-9.938189999999999
2740000000.0,-9.93
2750000000.0,-9.935905
2760000000.0,-9.945905
2770000000.0,-9.95
2780000000.0,-9.955905
2790000000.0,-9.96
