freq_Hz,amplitude_dB
10000000.0,-9.867467375417286
20000000.0,-9.84497484083363
30000000.0,-9.832562414920053
40000000.0,-9.81026997381839
50000000.0,-9.84813718019375
60000000.0,-9.816203412666773
70000000.0,-9.794507695751294
80000000.0,-9.783088630421979
90000000.0,-9.761984325435565
100000000.0,-9.741232329527842
110000000.0,-9.710869564607012
120000000.0,-9.700932260062318
130000000.0,-9.671455888304768
140000000.0,-9.652475101654725
150000000.0,-9.644023670688538
160000000.0,-9.596134424154027
170000000.0,-9.58883919056163
180000000.0,-9.602168741555191
190000000.0,-9.586152737163106
200000000.0,-9.560819673027268
210000000.0,-9.566196829703681
220000000.0,-9.542310224124945
230000000.0,-9.499184563310987
240000000.0,-9.476843200410386
250000000.0,-9.495308093150493
260000000.0,-9.484599764770289
270000000.0,-9.464737267505482
280000000.0,-9.455738148690815
290000000.0,-9.457618419539868
300000000.0,-9.450392526657957
310000000.0,-9.434073326338751
320000000.0,-9.438672061690399
330000000.0,-9.424198342631783
340000000.0,-9.410660128794605
350000000.0,-9.42806371536161
360000000.0,-9.416413721866203
370000000.0,-9.415713083973403
380000000.0,-9.425963048256701
390000000.0,-9.437163169980156
400000000.0,-9.419311313889681
410000000.0,-9.412403658012078
420000000.0,-9.416434700455076
430000000.0,-9.431397269196298
440000000.0,-9.4372825348437
450000000.0,-9.454080026344819
460000000.0,-9.461777649616826
470000000.0,-9.460361709064316
480000000.0,-9.459816931946472
490000000.0,-9.470126495550298
500000000.0,-9.491272057121549
510000000.0,-9.483233786500124
520000000.0,-9.505990401401851
530000000.0,-9.539519205283879
540000000.0,-9.563796127726315
550000000.0,-9.558795767258275
560000000.0,-9.574491436552124
570000000.0,-9.590855209905513
580000000.0,-9.59785797292673
590000000.0,-9.60546947433497
600000000.0,-9.63365837978335
610000000.0,-9.662392327608906
620000000.0,-9.681637986410413
630000000.0,-9.70136111435153
640000000.0,-9.731526620083809
650000000.0,-9.742098625181153
660000000.0,-9.773040527974642
670000000.0,-9.794315068674125
680000000.0,-9.805884395660788
690000000.0,-9.817710132832664
700000000.0,-9.839753447883309
710000000.0,-9.871975121392172
720000000.0,-9.884335616603698
730000000.0,-9.916795149771051
740000000.0,-9.949313760939265
750000000.0,-9.951851385041914
760000000.0,-9.954367923184808
770000000.0,-9.996823313989843
780000000.0,-10.039177604872137
790000000.0,-10.061391023123582
800000000.0,-10.053424046676357
810000000.0,-10.10523747442053
820000000.0,-10.10679249595056
830000000.0,-10.11805076061672
840000000.0,-10.138974445758477
850000000.0,-10.159526323998499
860000000.0,-10.189669829477518
870000000.0,-10.199369122912247
880000000.0,-10.228589155360542
890000000.0,-10.247295730580419
900000000.0,-10.25545556587193
910000000.0,-10.243036351293682
920000000.0,-10.300006807148604
930000000.0,-10.326336739636739
940000000.0,-10.311997094575972
950000000.0,-10.336960009095181
960000000.0,-10.391198861207796
970000000.0,-10.394688317177584
980000000.0,-10.35740437659238
990000000.0,-10.359324415065569
1000000000.0,-10.41042722448935
1010000000.0,-10.41069305076816
1020000000.0,-10.420103628965109
1030000000.0,-10.42864221579893
1040000000.0,-10.436293619433592
1050000000.0,-10.433044226507564
1060000000.0,-10.478882026354704
1070000000.0,-10.473796632373594
1080000000.0,-10.427779300507371
1090000000.0,-10.410822944801128
1100000000.0,-10.462922150009227
1110000000.0,-10.504073181230108
1120000000.0,-10.504273990551402
1130000000.0,-10.463524220693577
1140000000.0,-10.461825205645617
1150000000.0,-10.46917996829158
1160000000.0,-10.475593215032296
1170000000.0,-10.461071327411748
1180000000.0,-10.455622350763038
1190000000.0,-10.469255979894152
1200000000.0,-10.441983541838972
1210000000.0,-10.43381797570425
1220000000.0,-10.424773809648363
1230000000.0,-10.424867135032855
1240000000.0,-10.414115577792717
1250000000.0,-10.392538267076356
1260000000.0,-10.350155801211057
1270000000.0,-10.356990211054478
1280000000.0,-10.373064920797406
1290000000.0,-10.36840470628746
1300000000.0,-10.323035650947984
1310000000.0,-10.286985099370456
1320000000.0,-10.28028160866305
1330000000.0,-10.272954897641885
