file,gain,bias,comp,df,viol_rate,step_score,res_slope,ripple_var,switch_step_err_max,switch_step_err_ratio,nonswitch_step_max,nonswitch_step_ratio,sys_probabilities,sys_max_prob,sys_is_normal,sys_uncertainty,sys_overall_score,mod_衰减器,mod_前置放大器,mod_低频段前置低通滤波器,mod_低频段第一混频器,mod_高频段YTF滤波器,mod_高频段混频器,mod_时钟振荡器,mod_时钟合成与同步网络,mod_本振源（谐波发生器）,mod_本振混频组件,mod_校准源,mod_存储器,mod_校准信号开关,mod_中频放大器,mod_ADC,mod_数字RBW,mod_数字放大器,mod_数字检波器,mod_VBW滤波器,mod_电源模块,flag_bias,flag_gain,flag_comp,flag_df,flag_viol_rate,flag_step_score,flag_res_slope,flag_ripple_var,flag_switch_step_err_max,flag_switch_step_err_ratio,flag_nonswitch_step_max,flag_nonswitch_step_ratio
C:\Users\Lenovo\Desktop\FMFD\to_detect\fault_032.csv,0.9167089076835265,0.9212553599441982,-0.006262985415806721,0.0,0.4312,0.0,2.0303105803242024e-11,0.246979219091424,0.8532764222678179,1.0,1.2039569041722764,0.37777777777777777,"{'正常': 0.0, '幅度失准': 0.46831053083348123, '频率失准': 0.06337893833303762, '参考电平失准': 0.46831053083348123}",0.46831053083348123,False,0.5316894691665188,0.483474559038975,0.17432076733342694,0.07747589659263421,0.013106528011718332,0.008737685341145556,0.013106528011718332,0.008737685341145556,0.010703664542903304,0.010703664542903304,0.004587284804101415,0.004587284804101415,0.02066023909136912,0.01549517931852684,0.04132047818273824,0.04842243537039637,0.022597136506184976,0.0387379482963171,0.038737948296317104,0.045194273012369945,0.03228162358026425,0.16543701559464308,alarm,alarm,ok,ok,alarm,ok,ok,alarm,alarm,alarm,alarm,alarm
